seqnames	start	end	width	strand	V4	V5	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	geneId	transcriptId	distanceToTSS
8	107705215	107705614	400	*	*	0.0430996998072058	Intron (ENSMUST00000212524/ENSMUSG00000041308, intron 1 of 6)	8	107736134	107736243	110	2	ENSMUSG00000088969	ENSMUST00000158344	30629
4	9770452	9770851	400	*	*	-0.0587238370136401	Promoter (<=1kb)	4	9770585	9821951	51367	1	ENSMUSG00000085558	ENSMUST00000124122	0
4	17232818	17233217	400	*	*	0.045704288542141	Distal Intergenic	4	17256101	17256361	261	2	ENSMUSG00000083572	ENSMUST00000121293	23144
14	65595384	65595783	400	*	*	-0.0557616825965106	Promoter (<=1kb)	14	65595838	65623837	28000	1	ENSMUSG00000034522	ENSMUST00000224623	-55
10	128360930	128361329	400	*	*	-0.0657309805758878	Promoter (<=1kb)	10	128361197	128381228	20032	1	ENSMUSG00000100548	ENSMUST00000188089	0
5	76515564	76515963	400	*	*	-0.0400399950659997	Distal Intergenic	5	76481342	76511635	30294	2	ENSMUSG00000029236	ENSMUST00000031146	-3929
13	37975533	37975932	400	*	*	-0.0281925914402006	Intron (ENSMUST00000122842/ENSMUSG00000039087, intron 1 of 3)	13	37977358	37983766	6409	2	ENSMUSG00000114370	ENSMUST00000224624	7834
2	84349060	84349459	400	*	*	0.0523202086602783	Intron (ENSMUST00000139492/ENSMUSG00000087362, intron 1 of 2)	2	84331104	84337217	6114	2	ENSMUSG00000087362	ENSMUST00000126679	-11843
8	110324687	110325091	405	*	*	-0.0415583819679078	Promoter (1-2kb)	8	110320533	110322914	2382	2	ENSMUSG00000031730	ENSMUST00000142106	-1773
3	65435108	65435507	400	*	*	-0.0652486664554069	Promoter (<=1kb)	3	65414678	65435605	20928	2	ENSMUSG00000074580	ENSMUST00000147424	98
4	137228202	137228601	400	*	*	-0.0685621286225099	Exon (ENSMUST00000030547/ENSMUSG00000028763, exon 2 of 97)	4	137249770	137256208	6439	1	ENSMUSG00000028763	ENSMUST00000238544	-21169
19	6286168	6286567	400	*	*	-0.0620119130101739	Promoter (<=1kb)	19	6277795	6285902	8108	2	ENSMUSG00000024777	ENSMUST00000025695	-266
11	95966438	95966837	400	*	*	-0.0673332485811981	Promoter (<=1kb)	11	95959678	95966496	6819	2	ENSMUSG00000006057	ENSMUST00000090541	0
17	83952659	83953058	400	*	*	-0.0366657013428595	Distal Intergenic	17	83893386	83939324	45939	2	ENSMUSG00000045053	ENSMUST00000234613	-13335
5	21733478	21733877	400	*	*	0.0419324022212549	Intron (ENSMUST00000051358/ENSMUSG00000048520, intron 12 of 19)	5	21748557	21757347	8791	1	ENSMUSG00000039883	ENSMUST00000199277	-14680
2	15707727	15708126	400	*	*	-0.0446897412656043	Exon (ENSMUST00000146205/ENSMUSG00000075520, exon 17 of 39)	2	15535924	15537665	1742	1	ENSMUSG00000103356	ENSMUST00000192668	171803
15	98826491	98826890	400	*	*	-0.0678645126804221	Distal Intergenic	15	98832206	98838434	6229	1	ENSMUSG00000116223	ENSMUST00000229156	-5316
4	63201500	63201899	400	*	*	0.0412362835358419	Promoter (<=1kb)	4	63201750	63251986	50237	1	ENSMUSG00000045672	ENSMUST00000149856	0
13	40876439	40876838	400	*	*	-0.0650317383078257	Promoter (<=1kb)	13	40876586	40878925	2340	1	ENSMUSG00000114936	ENSMUST00000224038	0
7	44497882	44498625	744	*	*	-0.0676545273708847	Promoter (<=1kb)	7	44498415	44504832	6418	1	ENSMUSG00000011096	ENSMUST00000107885	0
17	25302319	25302718	400	*	*	-0.0681887760260444	Promoter (<=1kb)	17	25276676	25302565	25890	2	ENSMUSG00000024168	ENSMUST00000233505	0
11	98938344	98938743	400	*	*	-0.0489373121257027	Promoter (<=1kb)	11	98938137	98942638	4502	1	ENSMUSG00000017493	ENSMUST00000140772	207
5	9501111	9501510	400	*	*	-0.0437586021087744	Intron (ENSMUST00000155764/ENSMUSG00000056004, intron 18 of 21)	5	9467615	9472330	4716	1	ENSMUSG00000056004	ENSMUST00000142202	33496
7	103893402	103893801	400	*	*	-0.0530143317788005	Promoter (<=1kb)	7	103893664	103911441	17778	1	ENSMUSG00000056144	ENSMUST00000106849	0
9	56277994	56278393	400	*	*	0.056658479820448	Intron (ENSMUST00000061552/ENSMUSG00000074305, intron 2 of 6)	9	56321315	56323350	2036	2	ENSMUSG00000102419	ENSMUST00000194281	44957
4	154491423	154491822	400	*	*	0.0537805722621342	Intron (ENSMUST00000030902/ENSMUSG00000039410, intron 3 of 16)	4	154430596	154432914	2319	2	ENSMUSG00000039410	ENSMUST00000131762	-58509
4	37261304	37261704	401	*	*	-0.0595748285206165	Intron (ENSMUST00000147108/ENSMUSG00000086026, intron 1 of 7)	4	37249403	37332515	83113	1	ENSMUSG00000086026	ENSMUST00000147108	11901
2	32027862	32028261	400	*	*	-0.0663411238370157	Distal Intergenic	2	32041094	32124549	83456	1	ENSMUSG00000039262	ENSMUST00000036691	-12833
10	127927237	127927636	400	*	*	-0.060742854595847	Promoter (<=1kb)	10	127927446	127952626	25181	1	ENSMUSG00000040054	ENSMUST00000218772	0
11	109501975	109502374	400	*	*	-0.0660427091230484	Promoter (<=1kb)	11	109464157	109502258	38102	2	ENSMUSG00000041895	ENSMUST00000103060	0
4	148069955	148070357	403	*	*	-0.0702201893210184	Promoter (<=1kb)	4	148070245	148071662	1418	1	ENSMUSG00000029019	ENSMUST00000103231	0
7	109122991	109123390	400	*	*	0.0578836311038179	Promoter (2-3kb)	7	109120487	109120616	130	1	ENSMUSG00000077575	ENSMUST00000104387	2504
1	185108587	185108986	400	*	*	0.0607288487986716	Exon (ENSMUST00000193788/ENSMUSG00000026615, exon 7 of 7)	1	185099794	185106647	6854	1	ENSMUSG00000026615	ENSMUST00000192324	8793
19	3901586	3901985	400	*	*	-0.0662492760199582	Promoter (<=1kb)	19	3901773	3944365	42593	1	ENSMUSG00000024843	ENSMUST00000128694	0
8	112204395	112204794	400	*	*	0.066259270025278	Intron (ENSMUST00000038193/ENSMUSG00000031959, intron 17 of 25)	8	112213484	112217385	3902	2	ENSMUSG00000031959	ENSMUST00000212327	12591
11	68961377	68961785	409	*	*	-0.0652023841276382	Promoter (<=1kb)	11	68961632	68963856	2225	1	ENSMUSG00000020895	ENSMUST00000075980	0
17	25041258	25041657	400	*	*	0.0472724369973411	Intron (ENSMUST00000234372/ENSMUSG00000024155, intron 4 of 12)	17	25059117	25082698	23582	1	ENSMUSG00000024158	ENSMUST00000164251	-17460
2	179618541	179618940	400	*	*	-0.064554793558386	Promoter (<=1kb)	2	179618646	179620806	2161	1	ENSMUSG00000085704	ENSMUST00000150145	0
15	38519229	38519936	708	*	*	-0.0698165745866018	Promoter (<=1kb)	15	38487671	38519510	31840	2	ENSMUSG00000037458	ENSMUST00000065308	0
14	30739777	30740176	400	*	*	-0.0510009126763693	Promoter (<=1kb)	14	30738338	30739854	1517	2	ENSMUSG00000042354	ENSMUST00000227467	0
X	44389565	44389964	400	*	*	-0.0400977918420432	Distal Intergenic	20	44492568	44493722	1155	2	ENSMUSG00000080764	ENSMUST00000117078	103758
9	57842971	57843370	400	*	*	0.0522646155962996	Distal Intergenic	9	57847395	57862171	14777	1	ENSMUSG00000038264	ENSMUST00000214314	-4025
2	148251097	148251496	400	*	*	-0.0545420041976802	Promoter (<=1kb)	2	148246386	148250108	3723	2	ENSMUSG00000074743	ENSMUST00000099270	-989
2	121185402	121185801	400	*	*	-0.0617584955736075	Promoter (<=1kb)	2	121162554	121185558	23005	2	ENSMUSG00000033526	ENSMUST00000134644	0
17	82089735	82090134	400	*	*	0.0363449231813065	Distal Intergenic	17	82098984	82099362	379	2	ENSMUSG00000097897	ENSMUST00000181557	9228
5	116530669	116531068	400	*	*	-0.0529980275313315	Promoter (<=1kb)	5	116528737	116530859	2123	2	ENSMUSG00000086945	ENSMUST00000153818	0
3	113450597	113450996	400	*	*	0.0382857102258207	Distal Intergenic	3	113425227	113425833	607	2	ENSMUSG00000105836	ENSMUST00000195893	-24764
7	113770978	113771377	400	*	*	0.0647130503703365	Distal Intergenic	7	113807869	113808323	455	2	ENSMUSG00000110407	ENSMUST00000211484	36946
3	55497631	55498040	410	*	*	0.0536263881977494	Distal Intergenic	3	55485526	55490151	4626	2	ENSMUSG00000106334	ENSMUST00000198856	-7480
2	168009703	168010102	400	*	*	-0.0551314578252499	Intron (ENSMUST00000239040/ENSMUSG00000118526, intron 7 of 7)	2	168020078	168020172	95	2	ENSMUSG00002076062	ENSMUST00020182010	10070
11	61520450	61520849	400	*	*	-0.0478708105466567	Distal Intergenic	11	61544091	61563610	19520	1	ENSMUSG00000004837	ENSMUST00000004959	-23242
15	90876520	90876919	400	*	*	-0.0560980602774275	Intron (ENSMUST00000100304/ENSMUSG00000022629, intron 6 of 36)	15	90826448	90850605	24158	2	ENSMUSG00000022629	ENSMUST00000229801	-25915
11	95017353	95017752	400	*	*	-0.0651410041918766	Distal Intergenic	11	95010945	95016122	5178	1	ENSMUSG00000001510	ENSMUST00000092768	6408
16	56673272	56673671	400	*	*	-0.0413594339061009	Intron (ENSMUST00000023435/ENSMUSG00000022754, intron 1 of 5)	16	56643753	56688078	44326	2	ENSMUSG00000022754	ENSMUST00000232373	14407
3	60509647	60510046	400	*	*	0.053852977539403	Promoter (<=1kb)	3	60510959	60523193	12235	1	ENSMUSG00000027763	ENSMUST00000192520	-913
11	97325911	97326310	400	*	*	-0.0662414568122013	Promoter (<=1kb)	11	97327111	97335054	7944	1	ENSMUSG00000049807	ENSMUST00000152933	-801
17	53452055	53452454	400	*	*	-0.0386478965664078	Distal Intergenic	17	53503479	53505595	2117	1	ENSMUSG00000117244	ENSMUST00000233156	-51025
9	123680722	123681357	636	*	*	-0.0669853062674764	Promoter (<=1kb)	9	123618565	123680726	62162	2	ENSMUSG00000025241	ENSMUST00000084715	0
X	118381420	118381819	400	*	*	-0.0275568434559967	Distal Intergenic	20	118436241	118436356	116	2	ENSMUSG00000088313	ENSMUST00000157688	54537
5	147069028	147069427	400	*	*	0.0524976533381403	Distal Intergenic	5	147042176	147047796	5621	1	ENSMUSG00000029642	ENSMUST00000196288	26852
2	167263721	167264120	400	*	*	-0.0645549079141825	Promoter (<=1kb)	2	167263662	167318919	55258	1	ENSMUSG00000039463	ENSMUST00000139673	59
6	83055125	83055534	410	*	*	-0.0643101673688199	Promoter (<=1kb)	6	83055327	83057836	2510	1	ENSMUSG00000069678	ENSMUST00000165164	0
9	41720210	41720609	400	*	*	0.0492758052162706	Intron (ENSMUST00000215885/ENSMUSG00000110981, intron 1 of 2)	9	41714461	41716979	2519	2	ENSMUSG00000111511	ENSMUST00000217147	-3231
1	121495528	121495927	400	*	*	-0.0633132487335673	Promoter (<=1kb)	1	121481564	121495718	14155	2	ENSMUSG00000001674	ENSMUST00000001724	0
15	103181002	103181401	400	*	*	-0.0674430083546027	Promoter (<=1kb)	15	103181141	103205277	24137	1	ENSMUSG00000060992	ENSMUST00000229549	0
8	97007188	97007587	400	*	*	0.0505349268753623	Distal Intergenic	8	97036147	97088151	52005	1	ENSMUSG00000110623	ENSMUST00000212446	-28560
1	35789200	35789599	400	*	*	-0.0479662517977163	Distal Intergenic	1	35800683	35800787	105	1	ENSMUSG00000064601	ENSMUST00000082667	-11084
16	29796235	29796634	400	*	*	-0.0493607656727554	Promoter (1-2kb)	16	29776745	29798002	21258	2	ENSMUSG00000075286	ENSMUST00000231469	1368
6	3498182	3498581	400	*	*	-0.0553717654006881	Promoter (<=1kb)	6	3498382	3603531	105150	1	ENSMUSG00000001376	ENSMUST00000001412	0
17	71046431	71046830	400	*	*	0.0633126024578993	Intron (ENSMUST00000133983/ENSMUSG00000003279, intron 8 of 13)	17	71052324	71062577	10254	2	ENSMUSG00000097282	ENSMUST00000181546	15747
15	76235217	76235616	400	*	*	-0.0697587877949312	Promoter (<=1kb)	15	76231240	76235310	4071	2	ENSMUSG00000022552	ENSMUST00000123112	0
1	72504231	72504630	400	*	*	0.0364702327458876	Intron (ENSMUST00000047786/ENSMUSG00000039372, intron 1 of 3)	1	72498658	72499186	529	1	ENSMUSG00000085812	ENSMUST00000146593	5573
5	134374292	134374691	400	*	*	0.0394841147008456	Distal Intergenic	5	134389029	134389994	966	2	ENSMUSG00000023079	ENSMUST00000201608	15303
11	106463763	106464162	400	*	*	0.052977066439784	Intron (ENSMUST00000042780/ENSMUSG00000040548, intron 1 of 11)	11	106434884	106469939	35056	2	ENSMUSG00000040548	ENSMUST00000103070	5777
1	171050000	171050399	400	*	*	-0.0670458881610335	Promoter (<=1kb)	1	171043580	171050083	6504	2	ENSMUSG00000005674	ENSMUST00000005817	0
7	115867682	115868081	400	*	*	0.0394428351306558	Intron (ENSMUST00000181998/ENSMUSG00000045659, intron 3 of 26)	7	115780479	115863663	83185	2	ENSMUSG00000045659	ENSMUST00000205446	-4019
7	44355498	44355897	400	*	*	-0.038744550047807	Promoter (2-3kb)	7	44358166	44369258	11093	1	ENSMUSG00000066500	ENSMUST00000085422	-2269
6	52690926	52691325	400	*	*	-0.0491421433497024	Promoter (<=1kb)	6	52691204	52710240	19037	1	ENSMUSG00000004535	ENSMUST00000138040	0
9	105921291	105921690	400	*	*	0.0609695818476957	Exon (ENSMUST00000121963/ENSMUSG00000032572, exon 17 of 38)	9	105948342	105949608	1267	2	ENSMUSG00000032572	ENSMUST00000137847	27918
2	180828807	180829207	401	*	*	-0.0686457025146106	Promoter (<=1kb)	2	180829040	180830564	1525	1	ENSMUSG00000016344	ENSMUST00000016488	0
12	81654590	81654989	400	*	*	-0.033409709406237	Distal Intergenic	12	81628452	81641782	13331	2	ENSMUSG00000002679	ENSMUST00000159187	-12808
19	41969865	41970264	400	*	*	-0.0651103058893778	Promoter (<=1kb)	19	41970202	42023082	52881	1	ENSMUSG00000025171	ENSMUST00000026170	0
15	83292362	83292761	400	*	*	0.0572149351756921	Promoter (2-3kb)	15	83289827	83290264	438	2	ENSMUSG00000049414	ENSMUST00000079706	-2098
1	43622853	43623252	400	*	*	0.0566344603400093	Distal Intergenic	1	43599433	43600725	1293	1	ENSMUSG00000103945	ENSMUST00000193169	23420
5	118813798	118814197	400	*	*	0.0395269516622108	Intron (ENSMUST00000201614/ENSMUSG00000018076, intron 3 of 4)	5	118825683	118827310	1628	1	ENSMUSG00000107115	ENSMUST00000201451	-11486
4	119131849	119132248	400	*	*	0.046394156736739	Distal Intergenic	4	119135364	119136647	1284	2	ENSMUSG00000028639	ENSMUST00000145976	4399
7	117186350	117186749	400	*	*	0.0446771118302517	Intron (ENSMUST00000160035/ENSMUSG00000030657, intron 3 of 6)	7	117074727	117148594	73868	1	ENSMUSG00000030657	ENSMUST00000161889	111623
14	77184571	77184970	400	*	*	-0.0658799382371424	Distal Intergenic	14	77213689	77214327	639	1	ENSMUSG00000115303	ENSMUST00000227717	-28719
13	56795723	56796122	400	*	*	-0.0523024477540434	Distal Intergenic	13	56779026	56780356	1331	1	ENSMUSG00000035493	ENSMUST00000226024	16697
6	144216004	144216403	400	*	*	0.0565443007445104	Intron (ENSMUST00000141102/ENSMUSG00000041540, intron 4 of 13)	6	144100555	144155294	54740	2	ENSMUSG00000041540	ENSMUST00000150087	-60710
18	60907490	60907889	400	*	*	-0.0642957489634374	Promoter (<=1kb)	18	60907668	60911618	3951	1	ENSMUSG00000024608	ENSMUST00000025511	0
5	31359513	31359912	400	*	*	-0.0640783511751932	Promoter (<=1kb)	5	31356325	31359647	3323	2	ENSMUSG00000043059	ENSMUST00000114590	0
9	123823040	123823439	400	*	*	0.0361632453948029	Promoter (1-2kb)	9	123822009	123831726	9718	1	ENSMUSG00000035448	ENSMUST00000039171	1031
12	23677061	23677460	400	*	*	-0.0482366216913177	Distal Intergenic	12	23684351	23684476	126	2	ENSMUSG00000112997	ENSMUST00000220467	7016
3	65777159	65777558	400	*	*	0.0603220596431777	Promoter (2-3kb)	3	65736537	65779702	43166	2	ENSMUSG00000103620	ENSMUST00000195243	2144
7	118107743	118108142	400	*	*	0.0488207883292487	Distal Intergenic	7	118084334	118091198	6865	2	ENSMUSG00000095115	ENSMUST00000178344	-16545
19	6887226	6887625	400	*	*	-0.0665402453129237	Promoter (<=1kb)	19	6884065	6887346	3282	2	ENSMUSG00000024953	ENSMUST00000145300	0
2	179917642	179918041	400	*	*	-0.0669547466995846	Promoter (2-3kb)	2	179903925	179915289	11365	2	ENSMUSG00000038990	ENSMUST00000126688	-2353
1	10771107	10771506	400	*	*	-0.0387807022413118	Intron (ENSMUST00000153695/ENSMUSG00000042501, intron 1 of 9)	1	10765348	10765839	492	1	ENSMUSG00000081417	ENSMUST00000119252	5759
4	133207162	133207561	400	*	*	-0.0659926350107005	Promoter (<=1kb)	4	133207443	133215249	7807	1	ENSMUSG00000046694	ENSMUST00000051676	0
4	138523740	138524139	400	*	*	-0.0585532975416643	Distal Intergenic	4	138533496	138537134	3639	2	ENSMUSG00000041193	ENSMUST00000154844	12995
1	181669425	181670226	802	*	*	-0.0697785685565474	Promoter (<=1kb)	1	181642900	181669944	27045	2	ENSMUSG00000004880	ENSMUST00000005003	0
11	51430007	51430406	400	*	*	-0.0306904818373478	Intron (ENSMUST00000102765/ENSMUSG00000063564, intron 5 of 28)	11	51465259	51471126	5868	1	ENSMUSG00000063564	ENSMUST00000151098	-34853
8	111963870	111964269	400	*	*	0.053410360147921	Intron (ENSMUST00000169020/ENSMUSG00000003316, intron 1 of 25)	8	111884197	111985832	101636	2	ENSMUSG00000003316	ENSMUST00000164283	21563
10	128731295	128731694	400	*	*	-0.0573390168422574	Distal Intergenic	10	128718164	128727587	9424	2	ENSMUSG00000025352	ENSMUST00000026408	-3708
11	116734219	116734618	400	*	*	-0.0673792123448848	Promoter (<=1kb)	11	116728258	116734275	6018	2	ENSMUSG00000056962	ENSMUST00000047616	0
16	30590202	30590601	400	*	*	-0.0658206099715998	Distal Intergenic	16	30608763	30612073	3311	2	ENSMUSG00000116570	ENSMUST00000231445	21472
12	110662520	110662919	400	*	*	-0.064641549961175	Promoter (<=1kb)	12	110657039	110662829	5791	2	ENSMUSG00000021270	ENSMUST00000094361	0
13	49234605	49235006	402	*	*	-0.0365510018336943	Intron (ENSMUST00000162581/ENSMUSG00000037989, intron 9 of 27)	13	49191096	49231539	40444	2	ENSMUSG00000037989	ENSMUST00000160087	-3066
15	76264393	76264792	400	*	*	-0.0688707596254232	Promoter (<=1kb)	15	76264461	76323944	59484	1	ENSMUSG00000022558	ENSMUST00000161305	0
15	4506232	4506631	400	*	*	-0.0342857732713077	Intron (ENSMUST00000130332/ENSMUSG00000049148, intron 2 of 2)	15	4404986	4605035	200050	1	ENSMUSG00000049148	ENSMUST00000061925	101246
2	154232141	154232551	411	*	*	-0.0690207043018315	Intron (ENSMUST00000028991/ENSMUSG00000027488, intron 2 of 7)	2	154177300	154214930	37631	2	ENSMUSG00000027487	ENSMUST00000109731	-17211
13	114871593	114871992	400	*	*	-0.0548591281957032	Distal Intergenic	13	114954772	114965259	10488	1	ENSMUSG00000015536	ENSMUST00000166104	-82780
2	164876293	164876692	400	*	*	-0.0623106278055894	Promoter (<=1kb)	2	164864862	164876707	11846	2	ENSMUSG00000039804	ENSMUST00000141663	15
18	11484766	11485513	748	*	*	-0.0581561265743761	Distal Intergenic	18	11757972	11758564	593	1	ENSMUSG00000117535	ENSMUST00000234170	-272459
16	30543377	30543776	400	*	*	-0.0394405180827533	Distal Intergenic	16	30608763	30612073	3311	2	ENSMUSG00000116570	ENSMUST00000231445	68297
15	95660801	95661200	400	*	*	-0.0574212680787875	Distal Intergenic	15	95634296	95651613	17318	2	ENSMUSG00000115569	ENSMUST00000226370	-9188
19	35950944	35951343	400	*	*	-0.0273235100873408	Intron (ENSMUST00000164639/ENSMUSG00000024798, intron 1 of 2)	19	35812621	35901978	89358	2	ENSMUSG00000094707	ENSMUST00000178904	-48966
4	8943431	8943834	404	*	*	0.0472726425411001	Promoter (2-3kb)	4	8941259	8941656	398	1	ENSMUSG00000083786	ENSMUST00000119493	2172
19	58154023	58154422	400	*	*	-0.0474730003914029	Distal Intergenic	19	58192571	58224479	31909	1	ENSMUSG00000087002	ENSMUST00000143595	-38149
X	76681684	76682083	400	*	*	0.0428982097276888	Intron (ENSMUST00000088217/ENSMUSG00000025246, intron 2 of 15)	20	76718442	76719041	600	2	ENSMUSG00000087152	ENSMUST00000145498	36958
X	80776130	80776529	400	*	*	0.0399230759121422	Distal Intergenic	20	80863990	80866336	2347	2	ENSMUSG00000082319	ENSMUST00000118948	89807
15	13272489	13272888	400	*	*	-0.0381752574871458	Distal Intergenic	15	13059337	13173761	114425	2	ENSMUSG00000039385	ENSMUST00000226917	-98728
8	107705621	107706020	400	*	*	0.0548018053066544	Intron (ENSMUST00000212524/ENSMUSG00000041308, intron 1 of 6)	8	107736134	107736243	110	2	ENSMUSG00000088969	ENSMUST00000158344	30223
2	163432600	163433309	710	*	*	-0.0631682935774947	Distal Intergenic	2	163444234	163460932	16699	1	ENSMUSG00000017679	ENSMUST00000171696	-10925
1	28813290	28813689	400	*	*	-0.0343151926809239	Distal Intergenic	1	28815198	28819333	4136	2	ENSMUSG00000048411	ENSMUST00000059937	5644
10	94316270	94316669	400	*	*	0.0426808006159223	Intron (ENSMUST00000132743/ENSMUSG00000020023, intron 2 of 2)	10	94350719	94426818	76100	1	ENSMUSG00000020023	ENSMUST00000065060	-34050
X	93256089	93256488	400	*	*	-0.0585369822538473	Promoter (<=1kb)	20	93232313	93256315	24003	2	ENSMUSG00000035150	ENSMUST00000050328	0
11	20062834	20063233	400	*	*	-0.0650651112671139	Promoter (<=1kb)	11	20012304	20062913	50610	2	ENSMUSG00000020152	ENSMUST00000000137	0
17	50941007	50941672	666	*	*	0.0556709096492302	Intron (ENSMUST00000043938/ENSMUSG00000038910, intron 3 of 5)	17	50914022	50922141	8120	1	ENSMUSG00000038910	ENSMUST00000233823	26985
18	8126162	8126561	400	*	*	0.0440215918760147	Distal Intergenic	18	8180579	8192719	12141	1	ENSMUSG00000117490	ENSMUST00000234784	-54018
14	77188817	77189216	400	*	*	-0.0588160677084129	Distal Intergenic	14	77213689	77214327	639	1	ENSMUSG00000115303	ENSMUST00000227717	-24473
5	121307656	121308055	400	*	*	0.0359685047644723	Intron (ENSMUST00000100770/ENSMUSG00000043733, intron 2 of 15)	5	121319800	121323059	3260	2	ENSMUSG00000106940	ENSMUST00000200872	15004
11	97753352	97753751	400	*	*	0.046857965697427	Intron (ENSMUST00000093939/ENSMUSG00000070336, intron 7 of 10)	11	97744652	97746378	1727	2	ENSMUSG00000070336	ENSMUST00000125403	-6974
2	167665328	167665728	401	*	*	-0.0643101285909315	Distal Intergenic	2	167669613	167675566	5954	2	ENSMUSG00000087684	ENSMUST00000143649	9838
1	64776904	64777303	400	*	*	-0.0642556613048726	Promoter (<=1kb)	1	64769717	64776910	7194	2	ENSMUSG00000045005	ENSMUST00000063982	0
16	51520508	51520909	402	*	*	-0.049697802956417	Distal Intergenic	16	51236997	51237311	315	2	ENSMUSG00000116855	ENSMUST00000232313	-283197
2	155223904	155224303	400	*	*	-0.0652798161325882	Promoter (<=1kb)	2	155224122	155227888	3767	1	ENSMUSG00000038375	ENSMUST00000134218	0
3	33854008	33854407	400	*	*	-0.0693672919901628	Promoter (<=1kb)	3	33854324	33855019	696	1	ENSMUSG00000027677	ENSMUST00000199523	0
3	152217432	152217831	400	*	*	0.0476387211521788	Intron (ENSMUST00000045262/ENSMUSG00000039058, intron 8 of 13)	3	152169500	152232389	62890	2	ENSMUSG00000039058	ENSMUST00000200062	14558
13	6241887	6242286	400	*	*	-0.0606417293416098	Distal Intergenic	13	6319144	6327062	7919	1	ENSMUSG00000113765	ENSMUST00000222170	-76858
4	133327014	133327413	400	*	*	-0.0680622553522865	Promoter (2-3kb)	4	133327867	133329479	1613	2	ENSMUSG00000047281	ENSMUST00000057311	2066
11	77923191	77923590	400	*	*	-0.0580323011079248	Promoter (<=1kb)	11	77920838	77923491	2654	2	ENSMUSG00000087050	ENSMUST00000150471	0
14	86328556	86328955	400	*	*	-0.0413067054302151	Distal Intergenic	14	86410363	86417021	6659	1	ENSMUSG00000115217	ENSMUST00000227116	-81408
3	75849977	75850376	400	*	*	0.0497222334975457	Intron (ENSMUST00000038563/ENSMUSG00000034109, intron 1 of 14)	3	75859431	75861607	2177	1	ENSMUSG00000103024	ENSMUST00000193507	-9055
2	90384172	90384571	400	*	*	0.0499115330502796	Intron (ENSMUST00000168621/ENSMUSG00000025314, intron 1 of 23)	2	90263233	90410991	147759	2	ENSMUSG00000025314	ENSMUST00000168621	26420
7	48925137	48925817	681	*	*	0.0612706607407716	Intron (ENSMUST00000183659/ENSMUSG00000052512, intron 2 of 39)	7	48953886	49061154	107269	1	ENSMUSG00000052512	ENSMUST00000184928	-28069
6	59461245	59461645	401	*	*	-0.05387855725021	Distal Intergenic	6	59324211	59403279	79069	2	ENSMUSG00000045441	ENSMUST00000051065	-57966
16	30406202	30406601	400	*	*	-0.0624014339785054	Promoter (<=1kb)	16	30379312	30406410	27099	2	ENSMUSG00000022538	ENSMUST00000117363	0
11	32759138	32759537	400	*	*	-0.0399266844206529	Distal Intergenic	11	32768529	32774562	6034	2	ENSMUSG00000020270	ENSMUST00000109365	15025
18	78100481	78100880	400	*	*	0.0439873138203242	Promoter (<=1kb)	18	78086829	78100610	13782	2	ENSMUSG00000091055	ENSMUST00000170760	0
13	69928491	69928890	400	*	*	0.0525862160430121	Distal Intergenic	13	69923555	69923734	180	1	ENSMUSG00000113639	ENSMUST00000222078	4936
9	30334264	30334663	400	*	*	-0.0395853657401575	Intron (ENSMUST00000217174/ENSMUSG00000111109, intron 1 of 2)	9	30297276	30338272	40997	2	ENSMUSG00000111109	ENSMUST00000217174	3609
17	5490679	5491327	649	*	*	-0.064068173096613	Promoter (<=1kb)	17	5482570	5490534	7965	2	ENSMUSG00000004945	ENSMUST00000188282	-145
2	122439289	122439688	400	*	*	-0.0582853821271446	Promoter (2-3kb)	2	122424948	122441784	16837	2	ENSMUSG00000027199	ENSMUST00000028624	2096
11	69919625	69920024	400	*	*	-0.0635747264429235	Promoter (<=1kb)	11	69920313	69935645	15333	1	ENSMUSG00000020886	ENSMUST00000231628	-289
12	72370954	72371353	400	*	*	0.0439081850117864	Intron (ENSMUST00000078505/ENSMUSG00000021087, intron 1 of 8)	12	72258526	72455828	197303	2	ENSMUSG00000021087	ENSMUST00000078505	84475
5	142949171	142949570	400	*	*	-0.0679757989586739	Promoter (<=1kb)	5	142949005	142957708	8704	1	ENSMUSG00000029581	ENSMUST00000137552	166
19	6468515	6468914	400	*	*	-0.0403346249430419	Promoter (<=1kb)	19	6468761	6583247	114487	1	ENSMUSG00000033768	ENSMUST00000113462	0
8	85858794	85859193	400	*	*	0.0361521928985094	Promoter (<=1kb)	8	85852501	85858918	6418	2	ENSMUSG00000110386	ENSMUST00000209823	0
15	38384906	38385305	400	*	*	-0.0667702250613399	Distal Intergenic	15	38385878	38404398	18521	2	ENSMUSG00000115405	ENSMUST00000227422	19093
6	51487702	51488101	400	*	*	0.039274045532369	Distal Intergenic	6	51500881	51567659	66779	1	ENSMUSG00000038301	ENSMUST00000049152	-12780
13	71420902	71421301	400	*	*	0.0449623234906892	Distal Intergenic	13	71255208	71255328	121	1	ENSMUSG00000080580	ENSMUST00000116930	165694
17	53332239	53332639	401	*	*	-0.0498290115279384	Distal Intergenic	17	53257088	53285407	28320	1	ENSMUSG00000035580	ENSMUST00000184279	75151
6	145285612	145286011	400	*	*	-0.0613320003783994	Distal Intergenic	6	145261339	145262334	996	2	ENSMUSG00000083962	ENSMUST00000118804	-23278
